t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
# roles: P0:P D0:D
# metric: P0:cache_occupancy D0:unreachable
0.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
0.50,0.0000,0,0,105000,0.0000,0.0000,,,,,,
1.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
1.50,0.0000,0,0,105000,0.0000,0.0000,,,,,,
2.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
2.50,0.0000,0,0,105000,0.0000,0.0000,,,,,,
# metric: P0:cache_occupancy D0:cache_occupancy
3.00,0.0000,0,0,105000,0.0000,0.0000,0.0270,5445,1,202000,0.0270,0.0000
3.50,0.0000,0,0,105000,0.0000,0.0000,0.0270,5445,1,202000,0.0270,0.0000
4.00,0.0000,0,0,105000,0.0000,0.0000,0.0270,5445,1,202000,0.0270,0.0000
4.50,0.0516,5413,0,105000,0.0516,0.9867,0.0270,5445,1,202000,0.0270,0.0000
5.00,0.0516,5413,0,105000,0.0516,0.9867,0.0270,5445,1,202000,0.0270,0.0000
5.50,0.0516,5413,0,105000,0.0516,0.9867,0.0273,5512,1,202000,0.0273,0.0000
6.00,0.0516,5413,0,105000,0.0516,0.9867,0.0273,5512,1,202000,0.0273,0.0000
6.50,0.0523,5486,0,105000,0.0522,0.9890,0.0273,5512,1,202000,0.0273,0.0000
7.00,0.0523,5486,0,105000,0.0522,0.9890,0.0273,5512,1,202000,0.0273,0.0000
7.50,0.0523,5486,0,105000,0.0522,0.9890,0.0273,5512,1,202000,0.0273,0.0000
8.00,0.0523,5486,0,105000,0.0522,0.9890,0.0273,5512,1,202000,0.0273,0.0000
8.50,0.0523,5486,0,105000,0.0522,0.9890,0.0273,5512,1,202000,0.0273,0.0000
9.00,0.0529,5547,0,105000,0.0528,0.9882,0.0273,5512,1,202000,0.0273,0.0000
9.50,0.0529,5547,0,105000,0.0528,0.9882,0.0273,5512,1,202000,0.0273,0.0000
10.00,0.0529,5547,0,105000,0.0528,0.9882,0.0279,5632,1,202000,0.0279,0.0000
10.50,0.0535,70,0,105000,0.0007,0.0210,0.0000,0,1,202000,0.0000,0.0000
11.00,0.0535,70,0,105000,0.0007,0.0210,0.0000,0,1,202000,0.0000,0.0000
11.50,0.0535,70,0,105000,0.0007,0.0210,0.0000,0,1,202000,0.0000,0.0000
12.00,0.0535,70,0,105000,0.0007,0.0210,0.0000,0,1,202000,0.0000,0.0000
12.50,0.0535,70,0,105000,0.0007,0.0210,0.0000,0,1,202000,0.0000,0.0000
13.00,0.0846,3340,0,105000,0.0318,0.9815,0.0000,0,1,202000,0.0000,0.0000
13.50,0.0846,3340,0,105000,0.0318,0.9815,0.0169,3410,1,202000,0.0169,0.0000
14.00,0.0846,3340,0,105000,0.0318,0.9815,0.0169,3410,1,202000,0.0169,0.0000
14.50,0.0846,3340,0,105000,0.0318,0.9815,0.0169,3410,1,202000,0.0169,0.0000
15.00,0.0852,3403,0,105000,0.0324,0.9804,0.0169,3410,1,202000,0.0169,0.0000
15.50,0.0852,3403,0,105000,0.0324,0.9804,0.0172,3475,1,202000,0.0172,0.0000
16.00,0.0852,3403,0,105000,0.0324,0.9804,0.0172,3475,1,202000,0.0172,0.0000
16.50,0.0852,3403,0,105000,0.0324,0.9804,0.0172,3475,1,202000,0.0172,0.0000
17.00,0.0859,3471,0,105000,0.0331,0.9872,0.0172,3475,1,202000,0.0172,0.0000
17.50,0.0863,70,0,105000,0.0007,0.0152,0.0175,3535,1,202000,0.0175,0.0000
18.00,0.0863,70,0,105000,0.0007,0.0152,0.0175,3535,1,202000,0.0175,0.0000
18.50,0.0863,70,0,105000,0.0007,0.0152,0.0175,3535,1,202000,0.0175,0.0000
19.00,0.0863,70,0,105000,0.0007,0.0152,0.0175,3535,1,202000,0.0175,0.0000
19.50,0.0863,70,0,105000,0.0007,0.0152,0.0175,3535,1,202000,0.0175,0.0000
20.00,0.0863,70,0,105000,0.0007,0.0152,0.0230,4652,1,202000,0.0230,0.0000
20.50,0.0863,70,0,105000,0.0007,0.0152,0.0230,4652,1,202000,0.0230,0.0000
21.00,0.0863,70,0,105000,0.0007,0.0152,0.0230,4652,1,202000,0.0230,0.0000
21.50,0.1296,4618,0,105000,0.0440,0.9790,0.0230,4652,1,202000,0.0230,0.0000
22.00,0.1296,4618,0,105000,0.0440,0.9790,0.0234,4736,1,202000,0.0234,0.0000
22.50,0.1296,4618,0,105000,0.0440,0.9790,0.0234,4736,1,202000,0.0234,0.0000
23.00,0.1296,4618,0,105000,0.0440,0.9790,0.0234,4736,1,202000,0.0234,0.0000
