t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
# roles: P0:P D0:D
# metric: P0:cache_occupancy D0:cache_occupancy
0.00,0.0000,0,0,105000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000
0.50,0.0000,0,0,105000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000
1.00,0.0000,0,0,105000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000
1.50,0.0000,0,0,105000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000
2.00,0.0000,0,0,105000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000
2.50,0.0000,0,0,105000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000
3.00,0.0000,0,0,105000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000
3.50,0.0000,0,0,105000,0.0000,0.0000,0.0005,107,1,202000,0.0005,0.0000
4.00,0.0000,0,0,105000,0.0000,0.0000,0.0007,147,1,202000,0.0007,0.0000
4.50,0.0000,0,0,105000,0.0000,0.0000,0.0009,187,1,202000,0.0009,0.0000
5.00,0.0000,0,0,105000,0.0000,0.0000,0.0018,359,1,202000,0.0018,0.0000
5.50,0.0000,0,0,105000,0.0000,0.0000,0.0022,435,2,202000,0.0022,0.0000
6.00,0.0000,0,0,105000,0.0000,0.0000,0.0025,515,2,202000,0.0025,0.0000
6.50,0.0000,0,0,105000,0.0000,0.0000,0.0029,595,2,202000,0.0029,0.0000
7.00,0.0000,0,0,105000,0.0000,0.0000,0.0037,755,2,202000,0.0037,0.0000
7.50,0.0000,0,0,105000,0.0000,0.0000,0.0041,835,2,202000,0.0041,0.0000
8.00,0.0000,0,0,105000,0.0000,0.0000,0.0045,915,2,202000,0.0045,0.0000
8.50,0.0000,0,0,105000,0.0000,0.0000,0.0049,995,2,202000,0.0049,0.0000
9.00,0.0000,0,0,105000,0.0000,0.0000,0.0024,488,2,202000,0.0024,0.0000
9.50,0.0000,0,0,105000,0.0000,0.0000,0.0059,1183,1,202000,0.0059,0.0000
10.00,0.0000,0,0,105000,0.0000,0.0000,0.0067,1345,2,202000,0.0067,0.0000
10.50,0.0000,0,0,105000,0.0000,0.0000,0.0071,1425,2,202000,0.0071,0.0000
11.00,0.0000,0,0,105000,0.0000,0.0000,0.0075,1505,2,202000,0.0075,0.0000
11.50,0.0000,0,0,105000,0.0000,0.0000,0.0078,1585,2,202000,0.0078,0.0000
12.00,0.0000,0,0,105000,0.0000,0.0000,0.0082,1665,2,202000,0.0082,0.0000
12.50,0.0000,0,0,105000,0.0000,0.0000,0.0086,1745,2,202000,0.0086,0.0000
13.00,0.0000,0,0,105000,0.0000,0.0000,0.0090,1825,2,202000,0.0090,0.0000
13.50,0.0000,0,0,105000,0.0000,0.0000,0.0111,2237,4,202000,0.0111,0.0000
14.00,0.0000,0,0,105000,0.0000,0.0000,0.0119,2397,4,202000,0.0119,0.0000
14.50,0.0000,0,0,105000,0.0000,0.0000,0.0127,2557,4,202000,0.0127,0.0000
15.00,0.0112,1173,0,105000,0.0112,0.0000,0.0135,2723,3,202000,0.0135,0.0000
15.50,0.0112,1173,0,105000,0.0112,0.0000,0.0142,2870,4,202000,0.0142,0.0000
16.00,0.0112,1173,0,105000,0.0112,0.0000,0.0150,3030,4,202000,0.0150,0.0000
16.50,0.0000,0,0,105000,0.0000,0.0000,0.0158,3190,4,202000,0.0158,0.0000
17.00,0.0000,0,0,105000,0.0000,0.0000,0.0174,3515,4,202000,0.0174,0.0000
17.50,0.0000,0,0,105000,0.0000,0.0000,0.0182,3675,4,202000,0.0182,0.0000
