t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
# roles: P0:P D0:D
# metric: P0:cache_occupancy D0:unreachable
0.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
0.50,0.0000,0,0,105000,0.0000,0.0000,,,,,,
1.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
1.50,0.0000,0,0,105000,0.0000,0.0000,,,,,,
2.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
2.50,0.0000,0,0,105000,0.0000,0.0000,,,,,,
3.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
# metric: P0:cache_occupancy D0:cache_occupancy
3.50,0.0000,0,0,105000,0.0000,0.0000,0.0005,107,1,202000,0.0005,0.0000
4.00,0.0008,36,0,105000,0.0003,0.2727,0.0014,283,2,202000,0.0014,0.0000
4.50,0.0008,36,0,105000,0.0003,0.2727,0.0018,363,2,202000,0.0018,0.0000
5.00,0.0008,36,0,105000,0.0003,0.2727,0.0022,443,2,202000,0.0022,0.0000
5.50,0.0008,36,0,105000,0.0003,0.2727,0.0030,603,2,202000,0.0030,0.0000
6.00,0.0008,36,0,105000,0.0003,0.2727,0.0034,683,2,202000,0.0034,0.0000
6.50,0.0017,36,0,105000,0.0003,0.8000,0.0038,763,2,202000,0.0038,0.0000
7.00,0.0018,36,0,105000,0.0003,0.6316,0.0048,972,3,202000,0.0048,0.0000
7.50,0.0018,36,0,105000,0.0003,0.6316,0.0056,1130,4,202000,0.0056,0.0000
8.00,0.0018,36,0,105000,0.0003,0.6316,0.0064,1290,4,202000,0.0064,0.0000
8.50,0.0020,132,0,105000,0.0013,0.2312,0.0072,1450,4,202000,0.0072,0.0000
9.00,0.0115,633,0,105000,0.0060,0.6207,0.0089,1796,3,202000,0.0089,0.0000
9.50,0.0115,633,0,105000,0.0060,0.6207,0.0099,1998,5,202000,0.0099,0.0000
10.00,0.0115,633,0,105000,0.0060,0.6207,0.0109,2198,5,202000,0.0109,0.0000
10.50,0.0115,633,0,105000,0.0060,0.6207,0.0119,2398,5,202000,0.0119,0.0000
11.00,0.0115,633,0,105000,0.0060,0.6207,0.0129,2598,5,202000,0.0129,0.0000
11.50,0.0117,45,0,105000,0.0004,0.0898,0.0139,2798,5,202000,0.0139,0.0000
12.00,0.0117,45,0,105000,0.0004,0.0898,0.0148,2987,4,202000,0.0148,0.0000
12.50,0.0221,723,0,105000,0.0069,0.0971,0.0184,3724,3,202000,0.0184,0.0000
13.00,0.0221,723,0,105000,0.0069,0.0971,0.0190,3844,3,202000,0.0190,0.0000
13.50,0.0221,723,0,105000,0.0069,0.0971,0.0199,4022,5,202000,0.0199,0.0000
14.00,0.0221,723,0,105000,0.0069,0.0971,0.0209,4222,5,202000,0.0209,0.0000
14.50,0.0272,36,0,105000,0.0003,0.7826,0.0219,4422,5,202000,0.0219,0.0000
15.00,0.0323,1693,0,105000,0.0161,0.5396,0.0233,4709,4,202000,0.0233,0.0000
15.50,0.0374,2233,0,105000,0.0213,0.7059,0.0244,4922,5,202000,0.0244,0.0000
16.00,0.0374,2233,0,105000,0.0213,0.7059,0.0256,5176,7,202000,0.0256,0.0000
16.50,0.0374,2233,0,105000,0.0213,0.7059,0.0284,5736,7,202000,0.0284,0.0000
17.00,0.0374,2233,0,105000,0.0213,0.7059,0.0298,6016,7,202000,0.0298,0.0000
17.50,0.0376,501,0,105000,0.0048,0.4883,0.0312,6302,6,202000,0.0312,0.0000
18.00,0.0376,501,0,105000,0.0048,0.4883,0.0324,6552,7,202000,0.0324,0.0000
18.50,0.0426,36,0,105000,0.0003,0.5714,0.0341,6895,7,202000,0.0341,0.0000
19.00,0.0510,1570,0,105000,0.0150,0.1022,0.0297,6000,8,202000,0.0297,0.0000
19.50,0.0548,2525,0,105000,0.0240,0.5213,0.0390,7880,5,202000,0.0390,0.0000
20.00,0.0603,3097,0,105000,0.0295,0.3495,0.0405,8183,5,202000,0.0405,0.0000
20.50,0.0603,3097,0,105000,0.0295,0.3495,0.0420,8482,10,202000,0.0420,0.0000
21.00,0.0708,3289,0,105000,0.0313,0.0893,0.0440,8882,10,202000,0.0440,0.0000
21.50,0.0708,3289,0,105000,0.0313,0.0893,0.0475,9587,7,202000,0.0475,0.0000
22.00,0.0708,3289,0,105000,0.0313,0.0893,0.0492,9935,10,202000,0.0492,0.0000
22.50,0.0708,3289,0,105000,0.0313,0.0893,0.0512,10335,10,202000,0.0512,0.0000
23.00,0.0708,3289,0,105000,0.0313,0.0893,0.0531,10735,10,202000,0.0531,0.0000
23.50,0.0708,3289,0,105000,0.0313,0.0893,0.0551,11135,10,202000,0.0551,0.0000
