t_unix,elapsed_s,gpu_used_mb,gpu0_mb,gpu1_mb,gpu2_mb,gpu3_mb,host_used_mb,host_cached_mb
1784649486.9,0.0,81832,20317,20413,20547,20555,26726,18648
1784649487.9,1.1,81832,20317,20413,20547,20555,27619,18648
1784649489.0,2.1,81832,20317,20413,20547,20555,28240,18648
1784649490.1,3.2,81922,20363,20457,20547,20555,27395,18648
1784649491.2,4.3,81922,20363,20457,20547,20555,27398,18649
1784649492.3,5.4,81922,20363,20457,20547,20555,27397,18649
1784649493.3,6.5,81922,20363,20457,20547,20555,27397,18649
1784649494.4,7.5,81924,20363,20459,20547,20555,27408,18671
1784649495.5,8.6,81924,20363,20459,20547,20555,27407,18687
1784649496.6,9.7,81924,20363,20459,20547,20555,27407,18687
1784649497.7,10.8,81926,20363,20461,20547,20555,27415,18700
1784649498.8,11.9,81926,20363,20461,20547,20555,27427,18752
1784649499.9,13.0,81926,20363,20461,20547,20555,27428,18752
1784649501.0,14.1,81962,20399,20461,20547,20555,27442,18782
1784649502.1,15.2,81962,20399,20461,20547,20555,27450,18875
1784649503.2,16.3,81994,20399,20493,20547,20555,27455,18986
1784649504.3,17.4,81994,20399,20493,20547,20555,27457,19008
1784649505.3,18.5,82154,20489,20563,20547,20555,27466,19253
1784649506.4,19.5,82154,20489,20563,20547,20555,27466,19253
1784649507.5,20.6,82154,20489,20563,20547,20555,27465,19253
1784649508.6,21.7,82154,20489,20563,20547,20555,27470,19253
1784649509.7,22.8,82154,20489,20563,20547,20555,27471,19253
1784649510.7,23.9,82154,20489,20563,20547,20555,27476,19328
1784649511.8,24.9,82154,20489,20563,20547,20555,27477,19385
1784649512.9,26.0,82154,20489,20563,20547,20555,27479,19398
1784649514.0,27.1,82196,20489,20605,20547,20555,27476,19489
1784649515.0,28.2,82198,20489,20605,20547,20557,27494,19640
1784649516.1,29.2,82200,20489,20605,20549,20557,27499,19745
1784649517.2,30.3,82200,20489,20605,20549,20557,27500,19749
1784649518.3,31.4,82252,20489,20657,20549,20557,27522,19851
1784649519.4,32.5,82252,20489,20657,20549,20557,27535,20032
1784649520.5,33.7,82368,20489,20773,20549,20557,27547,20276
1784649521.6,34.7,82464,20489,20869,20549,20557,27552,20543
1784649522.7,35.9,82464,20489,20869,20549,20557,27554,20547
1784649523.8,36.9,82464,20489,20869,20549,20557,27556,20552
1784649524.9,38.0,82464,20489,20869,20549,20557,27558,20555
1784649526.0,39.1,82464,20489,20869,20549,20557,27559,20556
1784649527.1,40.2,82464,20489,20869,20549,20557,27560,20558
1784649528.2,41.3,82464,20489,20869,20549,20557,27558,20588
1784649529.2,42.4,82464,20489,20869,20549,20557,27558,20620
1784649530.4,43.5,82464,20489,20869,20549,20557,27561,20645
1784649531.4,44.6,82464,20489,20869,20549,20557,27562,20765
1784649532.5,45.7,82464,20489,20869,20549,20557,27562,20770
1784649533.6,46.7,82554,20579,20869,20549,20557,27574,20885
1784649534.7,47.8,82554,20579,20869,20549,20557,27572,21074
1784649535.8,48.9,82554,20579,20869,20549,20557,27576,21165
1784649536.9,50.0,82554,20579,20869,20549,20557,27582,21295
1784649538.0,51.1,82644,20669,20869,20549,20557,27598,21449
1784649539.0,52.2,82644,20669,20869,20549,20557,27603,21473
1784649540.1,53.2,82644,20669,20869,20549,20557,27603,21476
1784649541.2,54.3,82644,20669,20869,20549,20557,27598,21480
1784649542.3,55.4,82644,20669,20869,20549,20557,27597,21481
1784649543.4,56.5,82644,20669,20869,20549,20557,27598,21531
1784649544.5,57.6,82644,20669,20869,20549,20557,27596,21560
1784649545.6,58.7,82644,20669,20869,20549,20557,27595,21600
1784649546.7,59.8,82644,20669,20869,20549,20557,27590,21600
1784649547.8,60.9,82644,20669,20869,20549,20557,27625,21797
1784649548.9,62.0,82644,20669,20869,20549,20557,27625,21802
1784649549.9,63.0,82644,20669,20869,20549,20557,27623,21887
1784649551.0,64.1,82644,20669,20869,20549,20557,27653,22027
1784649552.1,65.2,82760,20783,20871,20549,20557,27653,22089
1784649553.2,66.3,82760,20783,20871,20549,20557,27692,22207
1784649554.3,67.4,82760,20783,20871,20549,20557,27689,22275
1784649555.4,68.5,82760,20783,20871,20549,20557,27690,22275
1784649556.5,69.6,82760,20783,20871,20549,20557,27691,22284
1784649557.6,70.7,82760,20783,20871,20549,20557,27695,22304
1784649558.7,71.8,82760,20783,20871,20549,20557,27701,22346
1784649559.8,72.9,82760,20783,20871,20549,20557,27695,22483
1784649560.9,74.0,82760,20783,20871,20549,20557,27696,22662
1784649562.0,75.1,82760,20783,20871,20549,20557,27698,22662
1784649563.1,76.2,82760,20783,20871,20549,20557,27703,22710
1784649564.2,77.3,82760,20783,20871,20549,20557,27709,22710
1784649565.2,78.4,82760,20783,20871,20549,20557,27735,22775
1784649566.3,79.5,82760,20783,20871,20549,20557,27736,22832
1784649567.4,80.5,82760,20783,20871,20549,20557,27727,22893
1784649568.5,81.6,82760,20783,20871,20549,20557,27754,23041
