t_unix,elapsed_s,gpu_used_mb,gpu0_mb,gpu1_mb,gpu2_mb,gpu3_mb,host_used_mb,host_cached_mb
1784650375.6,0.0,98604,28132,28228,21142,21102,20346,19739
1784650376.7,1.1,98604,28132,28228,21142,21102,21235,19739
1784650377.8,2.1,98604,28132,28228,21142,21102,21853,19739
1784650378.8,3.2,99256,28708,28304,21142,21102,21264,19755
1784650379.9,4.3,99256,28708,28304,21142,21102,21265,19755
1784650381.0,5.4,99256,28708,28304,21142,21102,21266,19755
1784650382.1,6.5,99256,28708,28304,21142,21102,21266,19755
1784650383.2,7.6,99256,28708,28304,21142,21102,21268,19755
1784650384.3,8.6,99256,28708,28304,21142,21102,21270,19755
1784650385.3,9.7,99256,28708,28304,21142,21102,21270,19755
1784650386.4,10.8,99256,28708,28304,21142,21102,21266,19755
1784650387.6,11.9,99256,28708,28304,21142,21102,21267,19755
1784650388.6,13.0,99256,28708,28304,21142,21102,21267,19755
1784650389.7,14.1,99256,28708,28304,21142,21102,21269,19755
1784650390.8,15.2,99322,28708,28304,21208,21102,21289,19761
1784650391.8,16.2,99388,28708,28304,21208,21168,21296,19767
1784650392.9,17.3,99388,28708,28304,21208,21168,21297,19767
1784650394.0,18.4,99674,28972,28326,21208,21168,21356,19767
1784650395.1,19.5,99674,28972,28326,21208,21168,21335,19768
1784650396.2,20.6,99742,28972,28326,21208,21236,21343,19774
1784650397.3,21.7,99742,28972,28326,21208,21236,21342,19774
1784650398.4,22.8,99742,28972,28326,21208,21236,21342,19774
1784650399.5,23.8,99742,28972,28326,21208,21236,21349,19774
1784650400.5,24.9,99742,28972,28326,21208,21236,21345,19774
1784650401.6,26.0,99742,28972,28326,21208,21236,21342,19774
1784650402.7,27.1,99762,28972,28326,21228,21236,21341,19774
1784650403.8,28.1,99762,28972,28326,21228,21236,21342,19774
1784650404.9,29.3,99762,28972,28326,21228,21236,21342,19774
1784650406.0,30.4,99762,28972,28326,21228,21236,21343,19774
1784650407.1,31.5,99764,28974,28326,21228,21236,21344,19774
1784650408.2,32.6,99824,28974,28386,21228,21236,21343,19774
1784650409.3,33.6,99824,28974,28386,21228,21236,21352,19774
1784650410.4,34.7,99824,28974,28386,21228,21236,21593,19774
1784650411.5,35.8,99824,28974,28386,21228,21236,21362,19774
1784650412.5,36.9,99824,28974,28386,21228,21236,21362,19774
1784650413.7,38.0,99824,28974,28386,21228,21236,21362,19774
1784650414.7,39.1,99824,28974,28386,21228,21236,21360,19774
1784650415.8,40.2,99824,28974,28386,21228,21236,21360,19774
1784650416.9,41.3,99824,28974,28386,21228,21236,21367,19774
1784650418.0,42.4,99824,28974,28386,21228,21236,21360,19774
1784650419.1,43.5,99824,28974,28386,21228,21236,21360,19774
1784650420.2,44.6,99824,28974,28386,21228,21236,21360,19774
1784650421.3,45.7,99824,28974,28386,21228,21236,21361,19774
1784650422.4,46.8,99824,28974,28386,21228,21236,21359,19774
1784650423.5,47.9,99824,28974,28386,21228,21236,21358,19774
1784650424.6,49.0,99824,28974,28386,21228,21236,21361,19774
1784650425.7,50.1,99824,28974,28386,21228,21236,21367,19774
1784650426.8,51.1,99824,28974,28386,21228,21236,21432,19774
1784650427.9,52.2,99824,28974,28386,21228,21236,21433,19774
1784650429.0,53.4,99824,28974,28386,21228,21236,21433,19774
1784650430.0,54.4,99824,28974,28386,21228,21236,21433,19774
1784650431.1,55.5,99824,28974,28386,21228,21236,21429,19774
1784650432.2,56.6,99824,28974,28386,21228,21236,21468,19774
1784650433.3,57.7,99824,28974,28386,21228,21236,21418,19774
1784650434.4,58.7,99824,28974,28386,21228,21236,21432,19774
1784650435.5,59.8,99824,28974,28386,21228,21236,21433,19774
1784650436.5,60.9,99824,28974,28386,21228,21236,21432,19774
1784650437.6,62.0,99824,28974,28386,21228,21236,21433,19774
1784650438.7,63.1,99824,28974,28386,21228,21236,21438,19774
1784650439.7,64.1,99824,28974,28386,21228,21236,21482,19774
1784650440.8,65.2,99824,28974,28386,21228,21236,21486,19774
1784650441.9,66.3,99824,28974,28386,21228,21236,21484,19774
1784650443.0,67.4,99824,28974,28386,21228,21236,21514,19774
1784650444.1,68.5,99824,28974,28386,21228,21236,21548,19774
1784650445.2,69.6,99824,28974,28386,21228,21236,21736,19780
1784650446.4,70.7,99824,28974,28386,21228,21236,21567,19780
1784650447.5,71.8,99824,28974,28386,21228,21236,21558,19780
1784650448.5,72.9,99824,28974,28386,21228,21236,21554,19780
1784650449.6,74.0,99824,28974,28386,21228,21236,21582,19780
1784650450.7,75.1,99824,28974,28386,21228,21236,21590,19780
1784650451.8,76.2,99824,28974,28386,21228,21236,21593,19780
1784650452.9,77.3,99824,28974,28386,21228,21236,21592,19780
1784650454.0,78.4,99824,28974,28386,21228,21236,21593,19780
1784650455.1,79.5,99824,28974,28386,21228,21236,21607,19780
1784650456.2,80.5,99824,28974,28386,21228,21236,21622,19780
1784650457.3,81.6,99824,28974,28386,21228,21236,21603,19780
1784650458.4,82.7,99824,28974,28386,21228,21236,21624,19780
1784650459.5,83.8,99824,28974,28386,21228,21236,21627,19780
1784650460.5,84.9,99824,28974,28386,21228,21236,21696,19780
1784650461.6,86.0,99824,28974,28386,21228,21236,21674,19780
1784650462.7,87.1,99824,28974,28386,21228,21236,21645,19780
1784650463.8,88.2,99824,28974,28386,21228,21236,21651,19780
1784650464.9,89.3,99824,28974,28386,21228,21236,21645,19780
1784650466.0,90.4,99824,28974,28386,21228,21236,21645,19780
1784650467.1,91.5,99824,28974,28386,21228,21236,21646,19780
1784650468.2,92.6,99824,28974,28386,21228,21236,21657,19780
1784650469.3,93.7,99826,28976,28386,21228,21236,21657,19781
1784650470.4,94.8,99826,28976,28386,21228,21236,21654,19781
1784650471.5,95.8,99826,28976,28386,21228,21236,21650,19781
1784650472.5,96.9,99826,28976,28386,21228,21236,21651,19781
1784650473.6,98.0,99826,28976,28386,21228,21236,21663,19781
1784650474.7,99.1,99826,28976,28386,21228,21236,21662,19781
1784650475.8,100.2,99826,28976,28386,21228,21236,21666,19781
1784650476.9,101.2,99826,28976,28386,21228,21236,21662,19781
1784650478.0,102.4,99828,28976,28388,21228,21236,21659,19781
1784650479.0,103.4,99828,28976,28388,21228,21236,21650,19781
1784650480.1,104.5,99828,28976,28388,21228,21236,21650,19781
1784650481.2,105.6,99828,28976,28388,21228,21236,21651,19781
1784650482.3,106.6,99828,28976,28388,21228,21236,21650,19781
1784650483.3,107.7,99828,28976,28388,21228,21236,21652,19781
1784650484.4,108.8,99828,28976,28388,21228,21236,21726,19781
1784650485.5,109.9,99828,28976,28388,21228,21236,21673,19781
1784650486.6,111.0,99828,28976,28388,21228,21236,21670,19781
1784650487.7,112.0,99828,28976,28388,21228,21236,21670,19781
1784650488.7,113.1,99828,28976,28388,21228,21236,21681,19781
1784650489.8,114.2,99828,28976,28388,21228,21236,21670,19781
1784650490.9,115.3,99828,28976,28388,21228,21236,21668,19781
1784650492.0,116.4,99828,28976,28388,21228,21236,21667,19781
1784650493.1,117.5,99828,28976,28388,21228,21236,21663,19781
1784650494.2,118.6,99828,28976,28388,21228,21236,21664,19781
1784650495.3,119.6,99828,28976,28388,21228,21236,21664,19781
1784650496.3,120.7,99828,28976,28388,21228,21236,21660,19781
1784650497.4,121.8,99828,28976,28388,21228,21236,21664,19781
1784650498.5,122.9,99828,28976,28388,21228,21236,21664,19781
1784650499.6,124.0,99828,28976,28388,21228,21236,21661,19781
1784650500.7,125.0,99828,28976,28388,21228,21236,21659,19781
1784650501.7,126.1,99828,28976,28388,21228,21236,21659,19781
1784650502.8,127.2,99828,28976,28388,21228,21236,21664,19781
1784650503.9,128.2,99828,28976,28388,21228,21236,21673,19781
1784650505.0,129.3,99828,28976,28388,21228,21236,21685,19781
1784650506.0,130.4,99828,28976,28388,21228,21236,21672,19781
1784650507.1,131.5,99828,28976,28388,21228,21236,21715,19781
1784650508.2,132.6,99828,28976,28388,21228,21236,21675,19781
1784650509.3,133.7,99828,28976,28388,21228,21236,21679,19781
1784650510.4,134.7,99828,28976,28388,21228,21236,21679,19781
1784650511.5,135.9,99828,28976,28388,21228,21236,21670,19781
1784650512.6,137.0,99828,28976,28388,21228,21236,21696,19781
1784650513.7,138.1,99828,28976,28388,21228,21236,21713,19781
1784650514.8,139.1,99828,28976,28388,21228,21236,21713,19781
1784650515.9,140.2,99828,28976,28388,21228,21236,21723,19781
1784650517.0,141.3,99828,28976,28388,21228,21236,21722,19787
1784650518.1,142.4,99828,28976,28388,21228,21236,21720,19787
1784650519.2,143.5,99828,28976,28388,21228,21236,21720,19787
1784650520.3,144.6,99828,28976,28388,21228,21236,21723,19787
1784650521.4,145.7,99828,28976,28388,21228,21236,21722,19787
1784650522.5,146.9,99828,28976,28388,21228,21236,21727,19787
1784650523.6,147.9,99828,28976,28388,21228,21236,21726,19787
1784650524.7,149.0,99828,28976,28388,21228,21236,21723,19787
1784650525.8,150.1,99828,28976,28388,21228,21236,21732,19787
1784650526.8,151.2,99828,28976,28388,21228,21236,21732,19787
1784650527.9,152.3,99828,28976,28388,21228,21236,21731,19787
1784650529.0,153.3,99828,28976,28388,21228,21236,21737,19787
1784650530.1,154.4,99828,28976,28388,21228,21236,21740,19787
1784650531.1,155.5,99828,28976,28388,21228,21236,21740,19787
1784650532.2,156.6,99828,28976,28388,21228,21236,21756,19787
1784650533.3,157.6,99828,28976,28388,21228,21236,21743,19788
1784650534.3,158.7,99828,28976,28388,21228,21236,21744,19788
1784650535.4,159.8,99828,28976,28388,21228,21236,21743,19788
1784650536.5,160.9,99828,28976,28388,21228,21236,21743,19788
1784650537.6,162.0,99828,28976,28388,21228,21236,21746,19788
1784650538.7,163.1,99828,28976,28388,21228,21236,21735,19788
1784650539.8,164.1,99828,28976,28388,21228,21236,21744,19788
1784650540.9,165.3,99828,28976,28388,21228,21236,21733,19788
1784650542.0,166.4,99828,28976,28388,21228,21236,21784,19788
1784650543.1,167.5,99828,28976,28388,21228,21236,21734,19788
1784650544.2,168.6,99828,28976,28388,21228,21236,21766,19788
1784650545.3,169.7,99828,28976,28388,21228,21236,21742,19788
1784650546.4,170.8,99828,28976,28388,21228,21236,21737,19788
1784650547.5,171.8,99828,28976,28388,21228,21236,21739,19788
1784650548.5,172.9,99828,28976,28388,21228,21236,21738,19788
1784650549.6,174.0,99828,28976,28388,21228,21236,21739,19788
1784650550.7,175.1,99828,28976,28388,21228,21236,21758,19788
1784650551.8,176.1,99828,28976,28388,21228,21236,21740,19788
1784650552.8,177.2,99828,28976,28388,21228,21236,21838,19788
1784650553.9,178.3,99828,28976,28388,21228,21236,21775,19788
1784650555.0,179.4,99828,28976,28388,21228,21236,21748,19788
1784650556.1,180.5,99828,28976,28388,21228,21236,21758,19788
1784650557.2,181.6,99828,28976,28388,21228,21236,21758,19788
1784650558.3,182.6,99828,28976,28388,21228,21236,21785,19788
1784650559.4,183.7,99828,28976,28388,21228,21236,21846,19788
1784650560.5,184.9,99828,28976,28388,21228,21236,21793,19788
1784650561.6,186.0,99828,28976,28388,21228,21236,21721,19788
1784650562.7,187.1,99828,28976,28388,21228,21236,21713,19788
1784650563.8,188.2,99828,28976,28388,21228,21236,21714,19788
1784650564.8,189.2,99828,28976,28388,21228,21236,21718,19788
1784650566.0,190.3,99828,28976,28388,21228,21236,21716,19789
1784650567.0,191.4,99828,28976,28388,21228,21236,21721,19789
1784650568.1,192.5,99828,28976,28388,21228,21236,21723,19789
1784650569.2,193.6,99828,28976,28388,21228,21236,21725,19789
1784650570.3,194.7,99828,28976,28388,21228,21236,21725,19789
