t_unix,elapsed_s,gpu_used_mb,gpu0_mb,gpu1_mb,gpu2_mb,gpu3_mb,host_used_mb,host_cached_mb
1784651262.0,0.0,81832,20317,20413,20547,20555,26836,19745
1784651263.1,1.1,81832,20317,20413,20547,20555,27728,19745
1784651264.2,2.1,81832,20317,20413,20547,20555,28361,19745
1784651265.2,3.2,81936,20379,20455,20547,20555,27515,19745
1784651266.3,4.3,81936,20379,20455,20547,20555,27515,19745
1784651267.4,5.4,81936,20379,20455,20547,20555,27516,19745
1784651268.5,6.5,81936,20379,20455,20547,20555,27517,19745
1784651269.6,7.6,81940,20383,20455,20547,20555,27530,19778
1784651270.7,8.7,81940,20383,20455,20547,20555,27533,19798
1784651271.8,9.7,81940,20383,20455,20547,20555,27533,19798
1784651272.8,10.8,81940,20383,20455,20547,20555,27533,19798
1784651273.9,11.9,81940,20383,20455,20547,20555,27539,19810
1784651275.0,12.9,81994,20383,20509,20547,20555,27559,19900
1784651276.1,14.1,81994,20383,20509,20547,20555,27558,19900
1784651277.1,15.1,81994,20383,20509,20547,20555,27560,19964
1784651278.2,16.2,81994,20383,20509,20547,20555,27571,20063
1784651279.3,17.3,81994,20383,20509,20547,20555,27579,20162
1784651280.4,18.4,82060,20449,20509,20547,20555,27577,20371
1784651281.5,19.5,82196,20585,20509,20547,20555,27583,20423
1784651282.6,20.6,82196,20585,20509,20547,20555,27584,20423
1784651283.7,21.7,82196,20585,20509,20547,20555,27587,20423
1784651284.8,22.7,82196,20585,20509,20547,20555,27589,20423
1784651285.8,23.8,82196,20585,20509,20547,20555,27592,20489
1784651286.9,24.9,82196,20585,20509,20547,20555,27592,20494
1784651288.0,26.0,82198,20585,20509,20547,20557,27593,20498
1784651289.1,27.0,82198,20585,20509,20547,20557,27594,20505
1784651290.2,28.1,82200,20585,20509,20549,20557,27601,20588
1784651291.2,29.2,82200,20585,20509,20549,20557,27616,20823
1784651292.3,30.3,82200,20585,20509,20549,20557,27614,20832
1784651293.4,31.3,82252,20585,20561,20549,20557,27625,21130
1784651294.5,32.4,82252,20585,20561,20549,20557,27627,21135
1784651295.5,33.5,82252,20585,20561,20549,20557,27629,21282
1784651296.6,34.6,82510,20585,20819,20549,20557,27652,21442
1784651297.7,35.7,82510,20585,20819,20549,20557,27638,21475
1784651298.8,36.8,82510,20585,20819,20549,20557,27639,21479
1784651299.9,37.9,82510,20585,20819,20549,20557,27642,21483
1784651301.0,39.0,82510,20585,20819,20549,20557,27643,21491
1784651302.1,40.1,82510,20585,20819,20549,20557,27643,21495
1784651303.2,41.2,82510,20585,20819,20549,20557,27646,21525
1784651304.3,42.2,82510,20585,20819,20549,20557,27649,21547
1784651305.4,43.3,82510,20585,20819,20549,20557,27654,21629
1784651306.5,44.4,82510,20585,20819,20549,20557,27649,21636
1784651307.5,45.5,82510,20585,20819,20549,20557,27647,21699
1784651308.7,46.6,82510,20585,20819,20549,20557,27656,21827
1784651309.7,47.7,82510,20585,20819,20549,20557,27667,22039
1784651310.8,48.8,82510,20585,20819,20549,20557,27667,22100
1784651311.9,49.9,82510,20585,20819,20549,20557,27667,22136
1784651313.0,51.0,82510,20585,20819,20549,20557,27667,22311
1784651314.1,52.1,82510,20585,20819,20549,20557,27671,22431
1784651315.2,53.2,82510,20585,20819,20549,20557,27670,22434
1784651316.3,54.2,82510,20585,20819,20549,20557,27670,22454
1784651317.3,55.3,82510,20585,20819,20549,20557,27673,22534
1784651318.5,56.4,82510,20585,20819,20549,20557,27680,22541
1784651319.6,57.5,82510,20585,20819,20549,20557,27670,22544
1784651320.6,58.6,82510,20585,20819,20549,20557,27670,22600
1784651321.7,59.7,82510,20585,20819,20549,20557,27688,22839
1784651322.8,60.8,82514,20585,20823,20549,20557,27694,22854
1784651323.9,61.9,82514,20585,20823,20549,20557,27691,22976
1784651325.0,63.0,82514,20585,20823,20549,20557,27699,23076
1784651326.1,64.1,82516,20587,20823,20549,20557,27717,23180
1784651327.2,65.2,82516,20587,20823,20549,20557,27725,23272
1784651328.3,66.2,82516,20587,20823,20549,20557,27726,23387
1784651329.3,67.3,82516,20587,20823,20549,20557,27768,23531
1784651330.4,68.4,82516,20587,20823,20549,20557,27768,23553
1784651331.5,69.5,82516,20587,20823,20549,20557,27766,23595
1784651332.6,70.5,82516,20587,20823,20549,20557,27788,23692
