t_unix,elapsed_s,gpu_used_mb,gpu0_mb,gpu1_mb,gpu2_mb,gpu3_mb,host_used_mb,host_cached_mb
1784837632.1,0.0,98352,28128,28128,21072,21024,19592,31654
1784837633.2,1.1,98352,28128,28128,21072,21024,20508,31654
1784837634.3,2.1,98352,28128,28128,21072,21024,21134,31654
1784837635.4,3.2,98624,28396,28132,21072,21024,20369,31662
1784837636.4,4.3,98624,28396,28132,21072,21024,20369,31662
1784837637.5,5.4,98624,28396,28132,21072,21024,20370,31662
1784837638.6,6.5,98624,28396,28132,21072,21024,20368,31662
1784837639.7,7.6,98624,28396,28132,21072,21024,20371,31662
1784837640.7,8.6,98624,28396,28132,21072,21024,20383,31662
1784837641.8,9.7,98624,28396,28132,21072,21024,20368,31662
1784837642.9,10.8,98624,28396,28132,21072,21024,20369,31662
1784837644.0,11.8,98624,28396,28132,21072,21024,20370,31662
1784837645.0,12.9,98624,28396,28132,21072,21024,20370,31662
1784837646.1,14.0,98624,28396,28132,21072,21024,20371,31662
1784837647.2,15.0,98690,28396,28132,21072,21090,20378,31668
1784837648.2,16.1,98690,28396,28132,21072,21090,20394,31668
1784837649.3,17.2,98690,28396,28132,21072,21090,20395,31668
1784837650.4,18.2,98692,28396,28134,21072,21090,20395,31668
1784837651.5,19.3,98692,28396,28134,21072,21090,20395,31668
1784837652.5,20.4,98692,28396,28134,21072,21090,20394,31668
1784837653.6,21.5,98692,28396,28134,21072,21090,20395,31668
1784837654.7,22.6,98692,28396,28134,21072,21090,20396,31668
1784837655.8,23.6,98692,28396,28134,21072,21090,20397,31668
1784837656.8,24.7,98692,28396,28134,21072,21090,20395,31668
1784837657.9,25.8,98692,28396,28134,21072,21090,20396,31668
1784837659.0,26.9,98692,28396,28134,21072,21090,20397,31668
1784837660.1,27.9,98692,28396,28134,21072,21090,20397,31668
1784837661.1,29.0,98692,28396,28134,21072,21090,20397,31668
1784837662.2,30.1,98692,28396,28134,21072,21090,20397,31668
1784837663.3,31.1,98692,28396,28134,21072,21090,20397,31668
1784837664.3,32.2,98714,28418,28134,21072,21090,20652,31670
1784837665.5,33.4,98964,28668,28134,21072,21090,20534,31676
1784837666.5,34.4,98964,28668,28134,21072,21090,20533,31676
1784837667.6,35.5,98964,28668,28134,21072,21090,20534,31676
1784837668.7,36.6,98964,28668,28134,21072,21090,20546,31676
1784837669.8,37.7,98964,28668,28134,21072,21090,20558,31676
1784837670.9,38.8,98964,28668,28134,21072,21090,20569,31676
1784837672.0,39.8,98964,28668,28134,21072,21090,20581,31676
1784837673.0,40.9,98964,28668,28134,21072,21090,20586,31676
1784837674.1,42.0,98964,28668,28134,21072,21090,20584,31676
1784837675.2,43.1,98964,28668,28134,21072,21090,20579,31676
1784837676.3,44.2,98984,28668,28134,21092,21090,20577,31676
1784837677.3,45.2,98984,28668,28134,21092,21090,20574,31677
1784837678.4,46.3,98984,28668,28134,21092,21090,20571,31677
1784837679.5,47.4,98986,28670,28134,21092,21090,20578,31677
1784837680.6,48.5,98986,28670,28134,21092,21090,20578,31677
1784837681.7,49.6,98986,28670,28134,21092,21090,20576,31677
1784837682.8,50.7,98986,28670,28134,21092,21090,20573,31677
1784837683.9,51.8,98986,28670,28134,21092,21090,20571,31677
1784837685.0,52.9,98986,28670,28134,21092,21090,20571,31677
1784837686.0,53.9,98986,28670,28134,21092,21090,20570,31677
1784837687.1,55.0,98986,28670,28134,21092,21090,20568,31677
1784837688.2,56.1,98986,28670,28134,21092,21090,20567,31677
1784837689.3,57.2,98986,28670,28134,21092,21090,20563,31677
1784837690.4,58.2,98986,28670,28134,21092,21090,20561,31677
1784837691.4,59.3,98986,28670,28134,21092,21090,20560,31677
1784837692.5,60.4,98986,28670,28134,21092,21090,20560,31677
1784837693.6,61.5,98986,28670,28134,21092,21090,20557,31677
1784837694.7,62.6,98986,28670,28134,21092,21090,20570,31677
1784837695.8,63.7,98986,28670,28134,21092,21090,20570,31677
1784837696.9,64.8,98986,28670,28134,21092,21090,20569,31677
1784837697.9,65.8,98986,28670,28134,21092,21090,20568,31677
1784837699.0,66.9,98986,28670,28134,21092,21090,20566,31677
1784837700.1,68.0,98986,28670,28134,21092,21090,20566,31677
1784837701.2,69.1,98986,28670,28134,21092,21090,20567,31677
1784837702.2,70.1,98986,28670,28134,21092,21090,20566,31677
1784837703.3,71.2,98986,28670,28134,21092,21090,20566,31677
1784837704.4,72.3,98986,28670,28134,21092,21090,20565,31677
1784837705.5,73.3,98986,28670,28134,21092,21090,20566,31677
1784837706.5,74.4,99054,28670,28134,21092,21158,20571,31683
1784837707.6,75.5,99054,28670,28134,21092,21158,20571,31683
1784837708.7,76.5,99054,28670,28134,21092,21158,20572,31683
1784837709.8,77.6,99054,28670,28134,21092,21158,20585,31683
1784837710.8,78.7,99054,28670,28134,21092,21158,20584,31683
1784837711.9,79.8,99054,28670,28134,21092,21158,20584,31683
1784837713.0,80.9,99054,28670,28134,21092,21158,20581,31683
1784837714.1,82.0,99054,28670,28134,21092,21158,20581,31683
1784837715.2,83.1,99054,28670,28134,21092,21158,20582,31683
1784837716.2,84.1,99054,28670,28134,21092,21158,20583,31683
1784837717.3,85.2,99054,28670,28134,21092,21158,20584,31683
