t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
# roles: P0:P D0:D
# metric: P0:cache_occupancy D0:unreachable
0.00,0.0000,0,0,416216,0.0000,0.0000,,,,,,
0.50,0.0080,3316,0,416216,0.0080,0.0000,,,,,,
1.00,0.0080,3316,0,416216,0.0080,0.0000,,,,,,
1.50,0.0473,19700,0,416216,0.0473,0.0000,,,,,,
2.00,0.0590,24576,0,416216,0.0590,0.0000,,,,,,
# metric: P0:cache_occupancy D0:cache_occupancy
2.50,0.0787,32768,0,416216,0.0787,0.0000,0.3841,145739,1,379461,0.3841,0.0000
3.00,0.0854,35547,0,416216,0.0854,0.0000,0.3841,145739,1,379461,0.3841,0.0000
3.50,0.0940,39121,0,416216,0.0940,0.0000,0.3842,145806,1,379461,0.3842,0.0000
4.00,0.1056,43973,0,416216,0.1056,0.0000,0.3844,145849,2,379461,0.3844,0.0000
4.50,0.1126,46885,0,416216,0.1126,0.0000,0.3847,145969,1,379461,0.3847,0.0000
5.00,0.1243,51728,0,416216,0.1243,0.0000,0.3849,146055,1,379461,0.3849,0.0000
5.50,0.1243,51728,0,416216,0.1243,0.0000,0.3849,146055,1,379461,0.3849,0.0000
6.00,0.1360,56618,0,416216,0.1360,0.0000,0.3849,146055,1,379461,0.3849,0.0000
6.50,0.1431,59559,0,416216,0.1431,0.0000,0.3853,146188,1,379461,0.3853,0.0000
7.00,0.1501,62454,0,416216,0.1501,0.0000,0.3855,146268,1,379461,0.3855,0.0000
7.50,0.1618,67356,0,416216,0.1618,0.0000,0.3855,146268,1,379461,0.3855,0.0000
8.00,0.1815,75548,0,416216,0.1815,0.0000,0.3855,146268,1,379461,0.3855,0.0000
8.50,0.1881,78298,0,416216,0.1881,0.0000,0.3858,146387,1,379461,0.3858,0.0000
9.00,0.1948,81095,0,416216,0.1948,0.0000,0.3860,146457,1,379461,0.3860,0.0000
9.50,0.2020,84076,0,416216,0.2020,0.0000,0.3860,146457,1,379461,0.3860,0.0000
10.00,0.2217,92268,0,416216,0.2217,0.0000,0.3860,146457,1,379461,0.3860,0.0000
10.50,0.2217,92268,0,416216,0.2217,0.0000,0.3863,146581,1,379461,0.3863,0.0000
11.00,0.2309,96090,0,416216,0.2309,0.0000,0.3865,146660,1,379461,0.3865,0.0000
11.50,0.2373,98759,0,416216,0.2373,0.0000,0.3865,146660,1,379461,0.3865,0.0000
12.00,0.2490,103624,0,416216,0.2490,0.0000,0.3779,143415,1,379461,0.3779,0.0000
12.50,0.2608,108568,0,416216,0.2608,0.0000,0.3870,146849,1,379461,0.3870,0.0000
13.00,0.2673,111273,0,416216,0.2673,0.0000,0.3872,146937,1,379461,0.3872,0.0000
13.50,0.2764,115024,0,416216,0.2764,0.0000,0.3873,146977,1,379461,0.3873,0.0000
14.00,0.2857,118907,0,416216,0.2857,0.0000,0.3878,147144,1,379461,0.3878,0.0000
14.50,0.3054,127099,0,416216,0.3054,0.0000,0.3878,147144,1,379461,0.3878,0.0000
15.00,0.3125,130061,0,416216,0.3125,0.0000,0.3878,147144,1,379461,0.3878,0.0000
15.50,0.3125,130061,0,416216,0.3125,0.0000,0.3880,147246,1,379461,0.3880,0.0000
16.00,0.3195,132999,0,416216,0.3195,0.0000,0.3880,147246,1,379461,0.3880,0.0000
16.50,0.3262,135771,0,416216,0.3262,0.0000,0.3882,147312,1,379461,0.3882,0.0000
17.00,0.3330,138600,0,416216,0.3330,0.0000,0.3884,147401,1,379461,0.3884,0.0000
17.50,0.3462,144089,0,416216,0.3462,0.0000,0.3886,147458,1,379461,0.3886,0.0000
18.00,0.3350,139414,0,416216,0.3350,0.0000,0.3888,147532,1,379461,0.3888,0.0000
18.50,0.3431,142796,0,416216,0.3431,0.0000,0.3888,147532,1,379461,0.3888,0.0000
19.00,0.3435,142952,0,416216,0.3435,0.0000,0.3890,147629,1,379461,0.3890,0.0000
19.50,0.3436,143003,0,416216,0.3436,0.0000,0.3890,147629,1,379461,0.3890,0.0000
20.00,0.3471,144454,0,416216,0.3471,0.0000,0.3894,147767,1,379461,0.3894,0.0000
20.50,0.3471,144454,0,416216,0.3471,0.0000,0.3894,147767,1,379461,0.3894,0.0000
21.00,0.3471,144454,0,416216,0.3471,0.0000,0.3896,147838,1,379461,0.3896,0.0000
21.50,0.3285,136727,0,416216,0.3285,0.0000,0.3897,147888,2,379461,0.3897,0.0000
22.00,0.3417,142236,0,416216,0.3417,0.0000,0.3901,148027,1,379461,0.3901,0.0000
22.50,0.3421,142392,0,416216,0.3421,0.0000,0.3903,148093,1,379461,0.3903,0.0000
