t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
# roles: P0:P D0:D
# metric: P0:cache_occupancy D0:unreachable
0.00,0.0000,0,0,79000,0.0000,0.0000,,,,,,
0.50,0.2658,21002,0,79000,0.2658,0.0000,,,,,,
2.02,0.3695,29194,0,79000,0.3695,0.0000,,,,,,
# metric: P0:cache_occupancy D0:cache_occupancy
2.52,0.4148,32768,0,79000,0.4148,0.0000,0.7923,300653,1,379461,0.7923,0.0000
3.02,0.4148,32768,0,79000,0.4148,0.0000,0.7925,300737,1,379461,0.7925,0.0000
3.52,0.4516,35680,0,79000,0.4516,0.0000,0.7925,300737,1,379461,0.7925,0.0000
4.02,0.4883,38575,0,79000,0.4883,0.0000,0.7925,300737,1,379461,0.7925,0.0000
4.52,0.5235,41354,0,79000,0.5235,0.0000,0.7929,300860,1,379461,0.7929,0.0000
5.02,0.5855,46256,0,79000,0.5855,0.0000,0.7929,300860,1,379461,0.7929,0.0000
5.52,0.6474,51146,0,79000,0.6474,0.0000,0.7931,300969,1,379461,0.7931,0.0000
6.02,0.7511,59338,0,79000,0.7511,0.0000,0.7931,300969,1,379461,0.7931,0.0000
6.52,0.8124,64181,0,79000,0.8124,0.0000,0.7935,301102,1,379461,0.7935,0.0000
7.02,0.8329,65798,0,79000,0.8329,0.0000,0.7935,301102,1,379461,0.7935,0.0000
7.52,0.9366,73990,0,79000,0.9366,0.0000,0.7936,301147,2,379461,0.7936,0.0000
8.02,0.9366,73990,0,79000,0.9366,0.0000,0.7939,301272,1,379461,0.7939,0.0000
8.52,0.8945,70667,0,79000,0.8945,0.0000,0.7939,301272,1,379461,0.7939,0.0000
9.02,0.9347,73840,0,79000,0.9347,0.0000,0.7942,301364,2,379461,0.7942,0.0000
9.52,0.9206,72729,0,79000,0.9206,0.0000,0.7944,301453,1,379461,0.7944,0.0000
10.02,0.9206,72729,0,79000,0.9206,0.0000,0.7944,301453,1,379461,0.7944,0.0000
10.52,0.9097,71870,0,79000,0.9097,0.0000,0.7946,301523,1,379461,0.7946,0.0000
11.02,0.9211,72763,0,79000,0.9211,0.0000,0.7948,301603,1,379461,0.7948,0.0000
11.52,0.9342,73804,0,79000,0.9342,0.0000,0.7950,301668,1,379461,0.7950,0.0000
12.02,0.9185,72562,0,79000,0.9185,0.0000,0.7950,301668,1,379461,0.7950,0.0000
12.52,0.9185,72562,0,79000,0.9185,0.0000,0.7952,301739,1,379461,0.7952,0.0000
13.02,0.9339,73781,0,79000,0.9339,0.0000,0.7953,301792,2,379461,0.7953,0.0000
13.52,0.9172,72458,0,79000,0.9172,0.0000,0.7957,301925,1,379461,0.7957,0.0000
14.02,0.9172,72458,0,79000,0.9172,0.0000,0.7958,301984,2,379461,0.7958,0.0000
14.52,0.9791,77345,0,79000,0.9791,0.0000,0.7961,302100,1,379461,0.7961,0.0000
15.02,0.8875,70110,0,79000,0.8875,0.0000,0.7965,302245,1,379461,0.7965,0.0000
15.52,0.8875,70110,0,79000,0.8875,0.0000,0.7965,302245,1,379461,0.7965,0.0000
16.02,0.9037,71391,0,79000,0.9037,0.0000,0.7965,302245,1,379461,0.7965,0.0000
16.52,0.8916,70437,0,79000,0.8916,0.0000,0.7970,302413,1,379461,0.7970,0.0000
17.02,0.9838,77721,0,79000,0.9838,0.0000,0.7828,297047,1,379461,0.7828,0.0000
17.52,0.9838,77721,0,79000,0.9838,0.0000,0.7828,297047,1,379461,0.7828,0.0000
18.02,0.9231,72924,0,79000,0.9231,0.0000,0.7886,299239,1,379461,0.7886,0.0000
18.52,0.9231,72924,0,79000,0.9231,0.0000,0.7953,301768,1,379461,0.7953,0.0000
19.02,0.9231,72924,0,79000,0.9231,0.0000,0.7953,301768,1,379461,0.7953,0.0000
19.52,0.8710,68811,0,79000,0.8710,0.0000,0.7953,301768,1,379461,0.7953,0.0000
20.02,0.8860,69993,0,79000,0.8860,0.0000,0.7956,301885,1,379461,0.7956,0.0000
20.52,0.9028,71319,0,79000,0.9028,0.0000,0.7957,301929,2,379461,0.7957,0.0000
21.02,0.9167,72417,0,79000,0.9167,0.0000,0.7960,302040,1,379461,0.7960,0.0000
21.52,0.9167,72417,0,79000,0.9167,0.0000,0.7962,302123,1,379461,0.7962,0.0000
22.02,0.9168,72424,0,79000,0.9168,0.0000,0.7964,302204,1,379461,0.7964,0.0000
22.52,0.9186,72570,0,79000,0.9186,0.0000,0.7966,302273,1,379461,0.7966,0.0000
23.02,0.9344,73817,0,79000,0.9344,0.0000,0.7967,302321,2,379461,0.7967,0.0000
23.52,0.9049,71488,0,79000,0.9049,0.0000,0.7970,302430,2,379461,0.7970,0.0000
