t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
# roles: P0:P D0:D
# metric: P0:cache_occupancy D0:unreachable
0.00,0.0001,0,0,79000,0.0000,0.0000,,,,,,
0.50,0.2641,20862,0,79000,0.2641,0.0188,,,,,,
2.01,0.2641,20862,0,79000,0.2641,0.0188,,,,,,
# metric: P0:cache_occupancy D0:cache_occupancy
2.51,0.2641,20862,0,79000,0.2641,0.0188,0.7923,300653,1,379461,0.7923,0.0000
3.01,0.4713,32681,0,79000,0.4137,0.0168,0.7923,300653,1,379461,0.7923,0.0000
3.51,0.5750,40873,0,79000,0.5174,0.0228,0.7923,300653,1,379461,0.7923,0.0000
4.01,0.6787,43855,0,79000,0.5551,0.0208,0.7923,300653,1,379461,0.7923,0.0000
4.51,0.7824,52047,0,79000,0.6588,0.0168,0.7923,300653,1,379461,0.7923,0.0000
5.01,0.8861,54884,0,79000,0.6947,0.0188,0.7927,300783,1,379461,0.7927,0.0000
5.51,0.8861,54884,0,79000,0.6947,0.0188,0.7927,300783,1,379461,0.7927,0.0000
6.01,0.9898,59814,0,79000,0.7571,0.0085,0.7927,300783,1,379461,0.7927,0.0000
6.51,0.9699,68006,0,79000,0.8608,0.0158,0.7927,300783,1,379461,0.7927,0.0000
7.01,0.9699,68006,0,79000,0.8608,0.0158,0.7930,300898,1,379461,0.7930,0.0000
7.51,0.9431,71265,0,79000,0.9021,0.0166,0.7930,300898,1,379461,0.7930,0.0000
8.01,0.9672,71227,0,79000,0.9016,0.0192,0.7931,300968,1,379461,0.7931,0.0000
8.51,0.9689,73328,0,79000,0.9282,0.0152,0.7933,301012,2,379461,0.7933,0.0000
9.01,0.9857,72546,0,79000,0.9183,0.0180,0.7936,301144,1,379461,0.7936,0.0000
9.51,0.9763,73885,0,79000,0.9353,0.0265,0.7938,301211,1,379461,0.7938,0.0000
10.01,0.9757,71855,0,79000,0.9096,0.0260,0.7938,301211,1,379461,0.7938,0.0000
10.51,0.9757,71855,0,79000,0.9096,0.0260,0.7938,301211,1,379461,0.7938,0.0000
11.01,0.9508,69975,0,79000,0.8858,0.0154,0.7938,301211,1,379461,0.7938,0.0000
11.51,0.9560,72360,0,79000,0.9159,0.0162,0.7943,301388,1,379461,0.7943,0.0000
12.01,0.9836,74515,0,79000,0.9432,0.0212,0.7945,301476,1,379461,0.7945,0.0000
12.51,0.9841,72452,0,79000,0.9171,0.0227,0.7945,301476,1,379461,0.7945,0.0000
13.01,0.9841,72452,0,79000,0.9171,0.0227,0.7948,301593,1,379461,0.7948,0.0000
13.51,0.9743,69430,0,79000,0.8789,0.0154,0.7950,301667,1,379461,0.7950,0.0000
14.01,0.9743,69430,0,79000,0.8789,0.0154,0.7950,301667,1,379461,0.7950,0.0000
14.51,0.9492,69549,0,79000,0.8804,0.0199,0.7952,301746,1,379461,0.7952,0.0000
15.01,0.9347,69489,0,79000,0.8796,0.0156,0.7952,301746,1,379461,0.7952,0.0000
15.51,0.9489,69547,0,79000,0.8803,0.0155,0.7952,301746,1,379461,0.7952,0.0000
16.01,0.9489,69547,0,79000,0.8803,0.0155,0.7956,301892,1,379461,0.7956,0.0000
16.51,0.9502,70828,0,79000,0.8966,0.0154,0.7957,301932,1,379461,0.7957,0.0000
17.01,0.9669,71233,0,79000,0.9017,0.0185,0.7959,302027,1,379461,0.7959,0.0000
17.51,0.9669,71233,0,79000,0.9017,0.0185,0.7961,302102,1,379461,0.7961,0.0000
18.01,0.9717,71619,0,79000,0.9066,0.0211,0.7963,302168,1,379461,0.7963,0.0000
18.51,0.9717,71619,0,79000,0.9066,0.0211,0.7963,302168,1,379461,0.7963,0.0000
19.01,0.9889,72811,0,79000,0.9217,0.0217,0.7965,302239,1,379461,0.7965,0.0000
19.51,0.9615,71417,0,79000,0.9040,0.0198,0.7965,302239,1,379461,0.7965,0.0000
20.01,0.9585,71140,0,79000,0.9005,0.0201,0.7968,302353,1,379461,0.7968,0.0000
20.51,0.9543,72195,0,79000,0.9139,0.0275,0.7969,302393,1,379461,0.7969,0.0000
21.01,0.9681,73216,0,79000,0.9268,0.0127,0.7972,302499,1,379461,0.7972,0.0000
21.51,0.9956,73107,0,79000,0.9254,0.0186,0.7972,302499,1,379461,0.7972,0.0000
22.01,0.9948,73250,0,79000,0.9272,0.0162,0.7974,302573,1,379461,0.7974,0.0000
22.51,0.9948,73250,0,79000,0.9272,0.0162,0.7974,302573,1,379461,0.7974,0.0000
23.01,0.9948,73250,0,79000,0.9272,0.0162,0.7977,302692,1,379461,0.7977,0.0000
23.51,0.9812,69747,0,79000,0.8829,0.0125,0.7977,302692,1,379461,0.7977,0.0000
