t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
# roles: P0:P D0:D
# metric: P0:cache_occupancy D0:unreachable
0.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
0.50,0.0319,3340,0,105000,0.0318,0.0000,,,,,,
1.00,0.0319,3340,0,105000,0.0318,0.0000,,,,,,
1.50,0.1866,19584,0,105000,0.1865,0.0188,,,,,,
# metric: P0:cache_occupancy D0:cache_occupancy
2.00,0.1866,19584,0,105000,0.1865,0.0188,0.4588,71677,1,156229,0.4588,0.0000
2.50,0.2646,24540,0,105000,0.2337,0.0208,0.4588,71677,1,156229,0.4588,0.0000
3.00,0.3426,32732,0,105000,0.3117,0.0168,0.4588,71677,1,156229,0.4588,0.0000
3.50,0.4206,35697,0,105000,0.3400,0.0188,0.4588,71677,1,156229,0.4588,0.0000
4.00,0.4986,43889,0,105000,0.4180,0.0105,0.4588,71677,1,156229,0.4588,0.0000
4.50,0.5767,46755,0,105000,0.4453,0.0168,0.4595,71784,1,156229,0.4595,0.0000
5.00,0.6547,63410,0,105000,0.6039,0.8230,0.4595,71784,1,156229,0.4595,0.0000
5.50,0.6547,63410,0,105000,0.6039,0.8230,0.4248,66365,1,156229,0.4248,0.0000
6.00,0.6724,65383,0,105000,0.6227,0.9867,0.4248,66365,1,156229,0.4248,0.0000
6.50,0.6724,65383,0,105000,0.6227,0.9867,0.4248,66365,1,156229,0.4248,0.0000
7.00,0.6731,64234,0,105000,0.6118,0.9864,0.4393,68629,1,156229,0.4393,0.0000
7.50,0.6738,64278,0,105000,0.6122,0.9821,0.4183,65350,1,156229,0.4183,0.0000
8.00,0.6743,64322,0,105000,0.6126,0.9779,0.4183,65350,1,156229,0.4183,0.0000
8.50,0.6743,64322,0,105000,0.6126,0.9779,0.4183,65350,1,156229,0.4183,0.0000
9.00,0.6750,62257,0,105000,0.5929,0.9778,0.4403,68782,1,156229,0.4403,0.0000
9.50,0.6758,65594,0,105000,0.6247,0.9790,0.4403,68782,1,156229,0.4403,0.0000
10.00,0.6764,61292,0,105000,0.5837,0.9878,0.3977,62134,1,156229,0.3977,0.0000
10.50,0.6771,65907,0,105000,0.6277,0.9880,0.4631,72357,1,156229,0.4631,0.0000
11.00,0.6771,65907,0,105000,0.6277,0.9880,0.4631,72357,1,156229,0.4631,0.0000
11.50,0.6771,65907,0,105000,0.6277,0.9880,0.3960,61868,1,156229,0.3960,0.0000
12.00,0.6776,62842,0,105000,0.5985,0.9831,0.3960,61868,1,156229,0.3960,0.0000
12.50,0.6785,68073,0,105000,0.6483,0.9875,0.4432,69243,1,156229,0.4432,0.0000
13.00,0.6791,65992,0,105000,0.6285,0.9751,0.4432,69243,1,156229,0.4432,0.0000
13.50,0.6791,65992,0,105000,0.6285,0.9751,0.4301,67193,1,156229,0.4301,0.0000
14.00,0.6799,67083,0,105000,0.6389,0.9888,0.4301,67193,1,156229,0.4301,0.0000
14.50,0.6805,62692,0,105000,0.5971,0.9825,0.4016,62737,1,156229,0.4016,0.0000
15.00,0.6812,68223,0,105000,0.6497,0.9831,0.4016,62737,1,156229,0.4016,0.0000
15.50,0.6812,68223,0,105000,0.6497,0.9831,0.4016,62737,1,156229,0.4016,0.0000
16.00,0.6821,66336,0,105000,0.6318,0.9807,0.4321,67504,1,156229,0.4321,0.0000
16.50,0.6828,66285,0,105000,0.6313,0.9893,0.4321,67504,1,156229,0.4321,0.0000
17.00,0.6828,66285,0,105000,0.6313,0.9893,0.4317,67440,1,156229,0.4317,0.0000
17.50,0.6833,63213,0,105000,0.6020,0.9890,0.4330,67642,1,156229,0.4330,0.0000
18.00,0.6839,65236,0,105000,0.6213,0.9838,0.4116,64300,1,156229,0.4116,0.0000
18.50,0.6847,65280,0,105000,0.6217,0.9804,0.4465,69758,1,156229,0.4465,0.0000
19.00,0.6847,65280,0,105000,0.6217,0.9804,0.4249,66383,1,156229,0.4249,0.0000
19.50,0.6854,65334,0,105000,0.6222,0.9772,0.4474,69893,1,156229,0.4474,0.0000
20.00,0.7170,66521,0,105000,0.6335,0.9766,0.4687,73224,1,156229,0.4687,0.0000
20.50,0.7170,66521,0,105000,0.6335,0.9766,0.4687,73224,1,156229,0.4687,0.0000
21.00,0.7170,66521,0,105000,0.6335,0.9766,0.4687,73224,1,156229,0.4687,0.0000
21.50,0.7177,62149,0,105000,0.5919,0.9883,0.4391,68596,1,156229,0.4391,0.0000
22.00,0.7184,66818,0,105000,0.6364,0.9850,0.4353,68001,1,156229,0.4353,0.0000
22.50,0.7190,63709,0,105000,0.6068,0.9825,0.4356,68053,2,156229,0.4356,0.0000
