t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
# roles: P0:P D0:D
# metric: P0:cache_occupancy D0:unreachable
0.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
0.50,0.0000,0,0,105000,0.0000,0.0000,,,,,,
1.00,0.0440,4618,0,105000,0.0440,0.0000,,,,,,
1.50,0.0440,4618,0,105000,0.0440,0.0000,,,,,,
2.00,0.0440,4618,0,105000,0.0440,0.0000,,,,,,
2.50,0.2217,23274,0,105000,0.2217,0.5694,,,,,,
3.00,0.2991,31396,0,105000,0.2990,0.0188,,,,,,
3.50,0.2991,31396,0,105000,0.2990,0.0188,,,,,,
4.00,0.2991,31396,0,105000,0.2990,0.0188,,,,,,
4.50,0.3771,39588,0,105000,0.3770,0.0188,,,,,,
5.00,0.3771,39588,0,105000,0.3770,0.0188,,,,,,
5.50,0.3771,39588,0,105000,0.3770,0.0188,,,,,,
6.00,0.3771,39588,0,105000,0.3770,0.0188,,,,,,
6.50,0.3771,39588,0,105000,0.3770,0.0188,,,,,,
7.00,0.3771,39588,0,105000,0.3770,0.0188,,,,,,
7.50,0.3771,39588,0,105000,0.3770,0.0188,,,,,,
# metric: P0:cache_occupancy D0:cache_occupancy
8.00,0.3771,39588,0,105000,0.3770,0.0188,0.3548,71677,1,202000,0.3548,0.0000
8.50,0.3771,39588,0,105000,0.3770,0.0188,0.3548,71677,1,202000,0.3548,0.0000
9.00,0.4551,43232,0,105000,0.4117,0.0309,0.3548,71677,1,202000,0.3548,0.0000
9.50,0.4551,43232,0,105000,0.4117,0.0309,0.3548,71677,1,202000,0.3548,0.0000
10.00,0.4551,43232,0,105000,0.4117,0.0309,0.3548,71677,1,202000,0.3548,0.0000
10.50,0.4551,43232,0,105000,0.4117,0.0309,0.3548,71677,1,202000,0.3548,0.0000
11.00,0.4551,43232,0,105000,0.4117,0.0309,0.3386,68389,1,202000,0.3386,0.0000
11.50,0.4551,43232,0,105000,0.4117,0.0309,0.3386,68389,1,202000,0.3386,0.0000
12.00,0.4551,43232,0,105000,0.4117,0.0309,0.3386,68389,1,202000,0.3386,0.0000
12.50,0.5330,48145,0,105000,0.4585,0.0085,0.3386,68389,1,202000,0.3386,0.0000
13.00,0.5330,48145,0,105000,0.4585,0.0085,0.3386,68389,1,202000,0.3386,0.0000
13.50,0.5330,48145,0,105000,0.4585,0.0085,0.3386,68389,1,202000,0.3386,0.0000
14.00,0.5330,48145,0,105000,0.4585,0.0085,0.3386,68389,1,202000,0.3386,0.0000
14.50,0.5330,48145,0,105000,0.4585,0.0085,0.3386,68389,1,202000,0.3386,0.0000
15.00,0.5330,48145,0,105000,0.4585,0.0085,0.3386,68389,1,202000,0.3386,0.0000
15.50,0.5330,48145,0,105000,0.4585,0.0085,0.3386,68389,1,202000,0.3386,0.0000
16.00,0.6110,58821,0,105000,0.5602,0.5533,0.3386,68389,1,202000,0.3386,0.0000
16.50,0.6110,58821,0,105000,0.5602,0.5533,0.3386,68389,1,202000,0.3386,0.0000
17.00,0.6110,58821,0,105000,0.5602,0.5533,0.3386,68389,1,202000,0.3386,0.0000
17.50,0.6110,58821,0,105000,0.5602,0.5533,0.3386,68389,1,202000,0.3386,0.0000
18.00,0.6110,58821,0,105000,0.5602,0.5533,0.3386,68389,1,202000,0.3386,0.0000
18.50,0.6110,58821,0,105000,0.5602,0.5533,0.3386,68389,1,202000,0.3386,0.0000
19.00,0.6728,70636,0,105000,0.6727,0.9905,0.3386,68389,1,202000,0.3386,0.0000
19.50,0.6728,70636,0,105000,0.6727,0.9905,0.3386,68389,1,202000,0.3386,0.0000
20.00,0.6728,70636,0,105000,0.6727,0.9905,0.3386,68389,1,202000,0.3386,0.0000
20.50,0.6728,70636,0,105000,0.6727,0.9905,0.3386,68389,1,202000,0.3386,0.0000
21.00,0.6728,70636,0,105000,0.6727,0.9905,0.3386,68389,1,202000,0.3386,0.0000
21.50,0.6728,70636,0,105000,0.6727,0.9905,0.3558,71873,1,202000,0.3558,0.0000
22.00,0.6728,70636,0,105000,0.6727,0.9905,0.3558,71873,1,202000,0.3558,0.0000
22.50,0.6733,70688,0,105000,0.6732,0.9878,0.3558,71873,1,202000,0.3558,0.0000
23.00,0.6733,70688,0,105000,0.6732,0.9878,0.3558,71873,1,202000,0.3558,0.0000
23.50,0.6733,70688,0,105000,0.6732,0.9878,0.3558,71873,1,202000,0.3558,0.0000
24.00,0.6733,70688,0,105000,0.6732,0.9878,0.3558,71873,1,202000,0.3558,0.0000
24.50,0.6733,70688,0,105000,0.6732,0.9878,0.3558,71873,1,202000,0.3558,0.0000
